COURSE_ID
CPSC329
CPSC335
CPSC359
CPSC399
CPSC405
CPSC409
CPSC411
CPSC413
CPSC418
CPSC433
CPSC441
CPSC449
CPSC453
CPSC457
CPSC461
CPSC471
CPSC481
CPSC491
CPSC499
CPSC501
CPSC502
CPSC503
CPSC511
CPSC513
CPSC517
CPSC518
CPSC519
CPSC521
CPSC522
CPSC525
CPSC526
CPSC527
CPSC528
CPSC530
CPSC531
CPSC535
CPSC550
CPSC559
CPSC561
CPSC565
CPSC567
CPSC568
CPSC571
CPSC572
CPSC575
CPSC577
CPSC581
CPSC583
CPSC584
CPSC585
CPSC587
CPSC589
CPSC591
CPSC594
CPSC598
CPSC599
ENEL353
ENEL573
ENEL597
ENGG407
MATH318
SENG401
SENG437
SENG438
SENG471
SENG499
SENG501
SENG511
SENG513
SENG515
SENG521
SENG523
SENG533
SENG541
SENG550
