1
-0.306389 0.769288
-0.212795 0.522335
-0.0778819 0.105668
-0.227101 -0.0328125
-0.606623 -0.0363802
-1 -0.534141
-0.15105 -0.763003
-0.273498 -0.9
0 -0.9
